freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NR,TR90	: 	6362.00 	6337.00 	6462.00 	6597.00 	6752.00 	6817.00 	6164 b	6564.00 	6977 b	7199.00 	7175.00 	7460.00 	7366.00 	7562.00 	7449.00 	8036.00 	8097.00 	8005.00 	8426.00 	8336.00 	8303.00 	8137.00 	8555.00 	8623.00 	8748.00 	8840.00 	9571.00 	9313.00 	9310.00 
A,NR,TRA1	: 	2939.00 	2939.00 	2814.00 	3611.00 	3611.00 	3686.00 	3266 b	3265.00 	4117 b	4169.00 	4214.00 	4407.00 	4179.00 	4252.00 	4407.00 	4685.00 	4693.00 	4279.00 	4317.00 	4380.00 	4336.00 	4412.00 	4080.00 	4302.00 	4363.00 	4363.00 	4533.00 	4668.00 	4599.00 
A,NR,TRA2	: 	815.00 	865.00 	880.00 	930.00 	940.00 	940.00 	928 b	853.00 	1302 b	1282.00 	1177.00 	1385.00 	1718.00 	1729.00 	1767.00 	1872.00 	1803.00 	1763.00 	2087.00 	2139.00 	2126.00 	2101.00 	2051.00 	2112.00 	2129.00 	2144.00 	2229.00 	2220.00 	2231.00 
A,NR,TRB1	: 	3597.00 	3602.00 	3687.00 	4057.00 	4104.00 	4254.00 	3689 b	4206.00 	4746 b	4630.00 	4916.00 	5451.00 	5523.00 	5413.00 	5709.00 	5485.00 	6009.00 	6062.00 	6006.00 	6079.00 	6197.00 	6447.00 	6161.00 	6575.00 	6792.00 	6800.00 	7038.00 	7288.00 	7639.00 
A,NR,TRB2	: 	1545.00 	1570.00 	1620.00 	2060.00 	2135.00 	2135.00 	2004 b	2197.00 	2615 b	2860.00 	2893.00 	3175.00 	3173.00 	3697.00 	3880.00 	4070.00 	4128.00 	3969.00 	4033.00 	4391.00 	4514.00 	4538.00 	4928.00 	4941.00 	4976.00 	5188.00 	5208.00 	5293.00 	5344.00 
A,NR,TRC1	: 	2320.00 	2640.00 	2895.00 	2895.00 	3095.00 	3095.00 	2653 b	2785.00 	3013 b	2901.00 	2900.00 	3157.00 	3483.00 	3784.00 	4074.00 	4286.00 	4854.00 	4815.00 	5443.00 	5663.00 	5924.00 	6071.00 	7243.00 	7513.00 	7640.00 	7937.00 	8205.00 	8368.00 	9138.00 
A,NR,TRC2	: 	3535.00 	3710.00 	3810.00 	3984.00 	4094.00 	4094.00 	3568 b	3855.00 	4799 b	4651.00 	4776.00 	4422.00 	4845.00 	4969.00 	5300.00 	5407.00 	6312.00 	6367.00 	7025.00 	7397.00 	7378.00 	7652.00 	8269.00 	8445.00 	8666.00 	8739.00 	8871.00 	9126.00 	9191.00 
A,NR,TRC3	: 	1080.00 	1095.00 	1125.00 	1179.00 	1209.00 	1189.00 	926 b	894.00 	1111 b	1231.00 	1229.00 	1058.00 	1507.00 	1898.00 	2068.00 	2617.00 	2601.00 	3028.00 	3214.00 	3304.00 	3593.00 	3769.00 	4036.00 	4230.00 	4235.00 	4260.00 	4937.00 	4784.00 	4826.00 
A,P_HTHAB,AT	869.37 	859.59 	853.68 	843.99 	834.33 	819.54 	808.20 	794.78 	784.78 	780.65 	773.34 	773.45 	768.71 	766.20 	775.20 	769.31 	767.91 	765.33 	767.63 	767.39 	764.46 	758.39 	753.68 	742.14 	736.62 	727.16 	718.90 	705.10 	691.47 	671.75 
A,P_HTHAB,AT11	: 	: 	: 	: 	: 	: 	590.10 	583.14 	588.82 	596.15 	563.49 	569.91 	565.37 	584.06 	589.98 	577.56 	568.08 	566.62 	538.96 	599.50 	606.51 	601.63 	593.41 	602.79 	620.24 	604.67 	587.21 	574.48 	549.53 	529.70 
A,P_HTHAB,AT12	: 	: 	: 	: 	: 	: 	694.49 	680.96 	675.92 	663.69 	658.41 	663.22 	663.73 	667.77 	689.56 	695.96 	695.76 	708.29 	698.22 	701.69 	700.72 	707.48 	701.18 	688.49 	672.58 	673.91 	671.36 	672.38 	661.95 	646.50 
A,P_HTHAB,AT13	: 	: 	: 	: 	: 	: 	899.62 	892.77 	870.95 	874.03 	856.50 	832.88 	810.59 	795.49 	803.91 	790.37 	797.71 	791.90 	802.65 	788.07 	793.22 	799.93 	815.66 	795.94 	783.58 	756.47 	751.91 	727.43 	701.36 	674.96 
A,P_HTHAB,AT21	: 	: 	: 	: 	: 	: 	921.18 	906.75 	907.54 	910.46 	921.69 	910.33 	919.69 	937.01 	944.86 	929.79 	910.10 	899.42 	893.65 	888.71 	877.13 	863.93 	858.40 	836.87 	810.00 	818.84 	803.93 	764.12 	774.19 	763.48 
A,P_HTHAB,AT22	: 	: 	: 	: 	: 	: 	921.36 	899.73 	882.49 	872.29 	866.18 	886.00 	875.78 	874.87 	902.84 	901.97 	899.73 	887.94 	877.57 	871.61 	863.65 	837.32 	827.61 	816.83 	821.95 	815.22 	801.30 	784.37 	780.56 	754.69 
A,P_HTHAB,AT31	: 	: 	: 	: 	: 	: 	766.91 	759.71 	754.80 	742.74 	736.10 	737.11 	751.84 	745.45 	741.79 	734.16 	730.27 	734.32 	731.07 	720.67 	710.22 	694.11 	684.49 	676.60 	689.64 	686.75 	676.70 	674.57 	655.64 	638.05 
A,P_HTHAB,AT32	: 	: 	: 	: 	: 	: 	952.90 	919.72 	918.50 	911.29 	916.50 	925.28 	915.12 	906.59 	905.33 	909.52 	904.47 	908.77 	924.55 	959.12 	952.57 	942.54 	918.49 	918.47 	898.13 	883.01 	869.23 	832.08 	797.64 	803.75 
A,P_HTHAB,AT33	: 	: 	: 	: 	: 	: 	698.02 	692.78 	686.02 	693.20 	689.61 	702.03 	693.03 	692.06 	684.69 	676.56 	679.66 	657.57 	691.14 	699.56 	703.24 	697.65 	681.76 	675.15 	674.68 	669.66 	665.33 	660.46 	655.29 	617.69 
A,P_HTHAB,AT34	: 	: 	: 	: 	: 	: 	647.31 	642.24 	618.47 	630.11 	617.14 	611.61 	601.65 	598.71 	593.55 	570.54 	569.47 	561.23 	598.20 	600.11 	593.94 	590.02 	581.33 	569.80 	562.98 	537.63 	529.42 	522.87 	533.89 	525.45 
A,P_HTHAB,BE	736.19 	713.31 	705.44 	697.22 	691.65 	683.70 	679.33 	672.14 	662.07 	653.94 	652.83 	648.36 	643.50 	635.28 	626.67 	624.88 	615.22 	610.29 	605.03 	598.52 	592.76 	585.15 	583.22 	576.40 	566.35 	562.24 	556.73 bd	553.34 d	549.22 d	544.27 d
A,P_HTHAB,BE10	: 	: 	: 	: 	: 	: 	929.20 	925.19 	922.28 	904.17 	893.90 	886.65 	877.98 	867.41 	850.50 	815.48 	803.03 	773.48 	751.80 	740.51 	731.75 	714.43 	735.56 	726.38 	716.30 	711.51 	706.21 bd	703.84 d	702.16 d	694.41 d
A,P_HTHAB,BE21	: 	: 	: 	: 	: 	: 	674.71 	674.42 	665.96 	648.85 	651.36 	641.43 	637.20 	621.41 	589.94 	616.96 	588.26 	604.41 	595.83 	591.51 	585.93 	578.47 	575.05 	570.43 	560.25 	553.86 	547.31 bd	543.78 d	539.32 d	533.03 d
A,P_HTHAB,BE22	: 	: 	: 	: 	: 	: 	582.17 	580.72 	567.35 	556.74 	549.64 	547.00 	542.90 	537.76 	533.71 	528.96 	526.78 	522.03 	517.66 	510.20 	494.79 	494.29 	492.03 	489.11 	485.08 	483.36 	481.20 bd	479.18 d	475.36 d	471.26 d
A,P_HTHAB,BE23	: 	: 	: 	: 	: 	: 	685.29 	694.60 	688.71 	696.66 	692.97 	689.81 	686.33 	672.67 	673.45 	669.09 	663.50 	652.91 	646.65 	637.38 	632.76 	628.71 	621.60 	615.68 	608.44 	603.80 	598.40 bd	592.84 d	586.29 d	580.03 d
A,P_HTHAB,BE24	: 	: 	: 	: 	: 	: 	534.93 	542.91 	504.40 	490.18 	497.44 	494.76 	488.49 	479.16 	480.81 	476.64 	471.44 	468.23 	463.07 	451.71 	445.89 	443.19 	433.94 	429.96 	425.09 	423.95 	402.85 bd	399.32 d	393.56 d	389.33 d
A,P_HTHAB,BE25	: 	: 	: 	: 	: 	: 	773.94 	730.56 	729.70 	737.53 	736.39 	733.85 	729.97 	726.48 	723.14 	719.58 	702.57 	710.93 	708.82 	702.09 	694.95 	692.44 	691.73 	689.05 	683.68 	674.19 	658.29 bd	655.08 d	650.02 d	644.19 d
A,P_HTHAB,BE31	: 	: 	: 	: 	: 	: 	451.58 	379.83 	376.40 	373.24 	370.38 	367.43 	364.53 	361.22 	357.82 	355.34 	352.51 	347.50 	343.75 	341.24 	338.58 	258.79 	256.79 	252.55 	236.63 	234.80 	235.76 bd	233.07 d	228.10 d	226.54 d
A,P_HTHAB,BE32	: 	: 	: 	: 	: 	: 	717.25 	702.30 	693.59 	687.47 	682.44 	678.19 	671.72 	669.50 	664.83 	664.46 	662.96 	642.22 	651.88 	648.48 	644.22 	641.57 	638.96 	626.24 	607.79 	606.88 	610.59 bd	609.00 d	606.02 d	602.72 d
A,P_HTHAB,BE33	: 	: 	: 	: 	: 	: 	660.66 	662.91 	655.42 	638.06 	647.16 	646.05 	642.72 	637.54 	631.85 	625.90 	624.61 	618.66 	612.84 	609.55 	606.44 	602.94 	593.45 	581.39 	570.08 	566.43 	571.76 bd	567.11 d	565.89 d	563.61 d
A,P_HTHAB,BE34	: 	: 	: 	: 	: 	: 	479.30 	477.43 	482.41 	475.43 	468.39 	463.81 	456.71 	452.16 	447.40 	442.53 	438.45 	433.40 	428.11 	424.65 	422.73 	420.78 	417.02 	413.82 	410.09 	408.61 	405.35 bd	401.83 d	398.55 d	394.56 d
A,P_HTHAB,BE35	: 	: 	: 	: 	: 	: 	605.76 	631.20 	609.67 	593.21 	589.87 	586.54 	583.75 	579.87 	575.61 	570.03 	565.42 	559.02 	552.12 	548.98 	551.74 	552.56 	550.28 	540.46 	517.75 	514.89 	512.68 bd	510.84 d	508.82 d	505.71 d
A,P_HTHAB,BG	1049.42 	1019.61 	1036.73 	1046.88 	1027.52 	840.79 	749.46 	741.13 	711.49 	651.13 	632.40 	618.24 	647.95 	627.80 	646.08 	660.75 	672.19 	661.66 	644.92 	661.22 	681.64 	712.98 	723.50 	726.95 	745.40 	756.91 	774.07 	781.88 	792.28 	823.49 
A,P_HTHAB,BG31	: 	: 	: 	: 	: 	: 	754.49 	710.94 	669.39 	568.82 	563.10 	578.13 	593.60 	582.15 	622.92 	630.13 	658.99 	635.05 	639.00 	637.56 	665.41 	685.14 	718.00 	718.62 	769.15 	771.43 	792.68 	814.59 	858.50 	894.58 
A,P_HTHAB,BG32	: 	: 	: 	: 	: 	: 	735.73 	668.27 	636.11 	573.18 	569.47 	578.59 	590.85 	584.97 	605.74 	622.69 	636.05 	601.29 	576.01 	575.51 	611.31 	626.24 	651.68 	635.58 	645.45 	660.22 	674.11 	697.76 	722.57 	758.60 
A,P_HTHAB,BG33	: 	: 	: 	: 	: 	: 	716.65 	644.37 	626.56 	549.60 	535.53 	521.57 	504.19 	484.08 	485.04 	486.61 	503.59 	479.09 	478.87 	467.85 	478.56 	493.25 	518.15 	500.39 	511.70 	529.54 	536.38 	534.46 	527.65 	579.39 
A,P_HTHAB,BG34	: 	: 	: 	: 	: 	: 	674.56 	716.93 	689.94 	596.58 	592.52 	590.87 	592.13 	580.79 	600.96 	623.40 	641.60 	612.62 	563.90 	574.26 	606.66 	641.97 	614.37 	641.64 	656.29 	656.97 	670.17 	668.98 	689.70 	724.37 
A,P_HTHAB,BG41	: 	: 	: 	: 	: 	: 	771.97 	813.15 	770.38 	697.96 	680.15 	664.82 	662.04 	641.79 	658.35 	683.43 	686.45 	661.31 	634.80 	647.37 	654.45 	687.82 	696.17 	690.85 	701.04 	714.20 	739.34 	759.26 	753.93 	761.48 
A,P_HTHAB,BG42	: 	: 	: 	: 	: 	: 	639.90 	643.42 	652.23 	593.26 	583.26 	587.37 	601.05 	595.29 	609.51 	645.21 	676.14 	662.33 	651.86 	681.72 	702.75 	752.76 	772.44 	790.14 	816.88 	824.21 	824.74 	834.69 	843.83 	873.58 
A,P_HTHAB,CH	: 	: 	: 	: 	: 	662.71 e	660.82 e	628.74 e	603.65 e	594.50 e	582.40 	566.97 	553.92 	539.11 	536.01 	521.10 	510.43 	519.14 	504.74 	497.48 	484.98 	473.39 	473.00 	468.80 	465.34 	462.76 	459.34 	448.07 	443.35 	442.07 
A,P_HTHAB,CH01	: 	: 	: 	: 	: 	: 	627.27 e	650.86 e	636.01 e	633.42 e	623.61 	608.52 	599.40 	573.33 	561.17 	549.89 	532.38 	538.78 	541.51 	544.55 	522.22 	521.30 	521.42 	516.25 	512.12 	506.11 	501.31 	479.85 	462.98 	459.22 
A,P_HTHAB,CH02	: 	: 	: 	: 	: 	: 	628.94 e	555.17 e	537.10 e	525.88 e	508.90 	507.35 	498.43 	489.28 	478.16 	471.13 	463.32 	474.61 	464.53 	457.57 	449.12 	422.04 	435.22 	429.20 	422.96 	428.45 	426.12 	411.60 	407.40 	407.76 
A,P_HTHAB,CH03	: 	: 	: 	: 	: 	: 	781.51 e	739.91 e	723.27 e	722.51 e	710.30 	690.22 	664.70 	653.47 	617.72 	620.58 	612.34 	614.66 	595.15 	594.23 	572.95 	568.08 	549.27 	539.70 	541.31 	538.86 	541.62 	532.19 	539.74 	546.78 
A,P_HTHAB,CH04	: 	: 	: 	: 	: 	: 	686.24 e	666.66 e	623.97 e	616.39 e	603.48 	585.90 	573.39 	546.89 	535.65 	528.58 	514.75 	488.63 	468.78 	461.55 	444.37 	439.43 	437.11 	425.74 	427.16 	413.38 	410.49 	395.58 	384.08 	380.27 
A,P_HTHAB,CH05	: 	: 	: 	: 	: 	: 	692.51 e	677.28 e	638.36 e	612.76 e	613.94 	574.17 	557.36 	548.54 	618.75 	556.58 	545.44 	601.68 	568.73 	543.53 	538.69 	519.01 	516.00 	522.33 	506.94 	507.49 	498.28 	497.80 	494.25 	492.33 
A,P_HTHAB,CH06	: 	: 	: 	: 	: 	: 	447.44 e	405.67 e	386.77 e	379.09 e	372.88 	374.55 	370.04 	365.58 	360.68 	352.31 	347.89 	354.02 	346.78 	334.25 	335.06 	325.22 	327.56 	331.75 	333.01 	333.76 	330.39 	331.73 	335.88 	328.21 
A,P_HTHAB,CH07	: 	: 	: 	: 	: 	: 	804.87 e	752.85 e	721.97 e	714.58 e	663.32 	638.37 	617.25 	612.55 	589.20 	569.77 	564.88 	581.65 	554.05 	550.55 	552.46 	546.71 	542.21 	545.93 	552.48 	553.28 	548.50 	547.49 	561.74 	563.58 
A,P_HTHAB,CZ	: 	: 	850.02 	826.41 	803.90 	793.38 	773.55 	779.96 b	776.72 	776.48 	773.25 	764.96 	757.10 	744.66 	733.11 	721.49 	714.36 	733.83 b	710.65 	697.34 	674.53 	672.07 	671.28 	671.03 	667.31 	666.39 	662.59 	660.63 	666.58 	654.24 
A,P_HTHAB,CZ01	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	975.92 	958.00 	934.06 	972.55 b	929.27 	902.97 	870.45 	871.05 	869.89 	860.93 	849.47 	837.76 	824.72 	825.49 	848.90 	800.31 
A,P_HTHAB,CZ02	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	580.18 	567.94 	575.93 	586.23 b	564.63 	561.23 	529.19 	522.91 	518.44 	517.36 	510.00 	510.70 	499.04 	495.34 	492.86 	480.36 
A,P_HTHAB,CZ03	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	728.90 	713.14 	713.53 	743.27 b	721.20 	714.81 	685.27 	682.08 	679.89 	669.45 	661.25 	662.22 	675.31 	672.40 	676.46 	664.82 
A,P_HTHAB,CZ04	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	680.56 	671.46 	670.01 	669.82 b	652.28 	640.44 	627.35 	625.70 	624.89 	634.36 	637.08 	631.50 	625.64 	627.64 	634.48 	629.06 
A,P_HTHAB,CZ05	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	684.72 	675.81 	683.38 	678.43 b	663.37 	655.12 	646.81 	645.53 	645.32 	644.02 	639.30 	640.32 	635.02 	629.43 	642.03 	635.49 
A,P_HTHAB,CZ06	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	791.29 	781.92 	771.24 	787.37 b	755.19 	743.63 	713.90 	709.36 	707.34 	711.75 	713.51 	718.55 	709.62 	709.95 	713.85 	706.49 
A,P_HTHAB,CZ07	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	700.29 	693.56 	683.23 	705.23 b	693.10 	674.69 	645.27 	641.26 	636.30 	637.83 	637.18 	636.85 	637.95 	638.23 	634.17 	627.24 
A,P_HTHAB,CZ08	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	712.61 	698.00 	669.59 	719.03 b	699.79 	677.84 	671.45 	673.09 	682.60 	686.20 	683.26 	682.89 	686.90 	683.65 	689.58 	687.51 
A,P_HTHAB,DE	966.39 	971.10 	968.14 	956.64 	937.77 	929.46 	919.44 	911.64 	900.95 	887.30 	874.41 	857.78 	846.74 	829.71 	823.91 	821.36 	823.95 	832.56 	837.84 	833.62 	827.77 	822.82 	813.31 	806.26 	800.23 	798.35 	791.48 	781.82 	776.02 	766.26 
A,P_HTHAB,DK	: 	: 	: 	: 	464.30 	454.02 	438.80 	429.38 	421.81 	428.58 	413.33 	397.11 	385.69 	379.11 	369.12 	357.05 	349.37 	349.79 	312.95 b	: 	307.06 	268.88 be	253.01 e	259.62 e	260.83 	261.17 	259.29 	258.75 	251.27 	247.67 
A,P_HTHAB,DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	433.62 	420.60 	410.40 	458.27 	355.30 b	: 	340.83 	251.20 be	249.29 e	319.36 e	306.72 	300.80 	297.59 	299.32 	292.02 	278.93 
A,P_HTHAB,DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	341.17 	326.57 	334.75 	298.23 	320.33 b	: 	317.93 	310.16 be	308.26 e	284.21 e	294.68 	280.90 	275.73 	276.34 	267.96 	267.96 
A,P_HTHAB,DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	343.97 	328.78 	321.26 	306.13 	304.33 b	: 	296.68 	293.08 be	231.48 e	220.75 e	229.12 	243.20 	252.61 	250.29 	237.52 	240.97 
A,P_HTHAB,DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	339.71 	331.46 	315.06 	295.83 	262.22 b	: 	276.39 	240.21 be	242.08 e	215.97 e	220.49 	224.81 	216.92 	216.00 	216.46 	210.19 
A,P_HTHAB,DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	340.02 	332.08 	326.34 	313.94 	306.25 b	: 	279.34 	277.22 be	255.11 e	218.79 e	226.78 	228.69 	225.31 	220.44 	206.40 	218.85 
A,P_HTHAB,EL	498.49 	492.61 	494.47 	495.68 	492.19 	489.67 	477.66 	476.60 	481.27 	474.97 	473.66 	473.49 	477.92 	487.29 	487.74 	484.32 	492.52 	448.04 b	447.48 	444.54 	424.16 	423.78 	424.60 	420.13 	420.91 	419.77 	415.22 	419.88 	423.82 	426.07 
A,P_HTHAB,EL30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	525.06 	520.15 	512.64 	507.86 	505.71 	506.28 	501.05 	496.44 	488.28 	478.35 
A,P_HTHAB,EL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	319.27 	314.43 	314.95 	310.23 	303.73 	288.73 	276.96 	286.04 	307.74 	339.87 
A,P_HTHAB,EL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	300.77 	321.06 	304.04 	301.56 	311.22 	322.97 	228.77 	239.01 	262.38 	271.98 
A,P_HTHAB,EL43	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382.95 	392.27 	376.63 	379.13 	381.62 	377.16 	381.30 	380.91 	398.76 	394.69 
A,P_HTHAB,EL51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	383.75 	406.02 	403.47 	405.70 	402.00 	403.53 	406.06 	427.14 	437.13 	447.10 
A,P_HTHAB,EL52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	440.27 	431.79 	447.21 	453.47 	450.78 	450.53 	440.38 	444.40 	448.78 	455.10 
A,P_HTHAB,EL53	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	419.44 	422.60 	423.07 	416.99 	407.24 	402.44 	426.20 	432.11 	425.58 	435.36 
A,P_HTHAB,EL54	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	431.03 	417.53 	425.46 	427.92 	429.82 	436.80 	462.10 	479.04 	485.40 	487.39 
A,P_HTHAB,EL61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	508.35 	518.16 	542.41 	514.94 	546.02 	533.77 	546.54 	576.17 	575.87 	578.28 
A,P_HTHAB,EL62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	263.89 	269.10 	273.96 	267.75 	293.18 	298.21 	297.28 	333.89 	327.71 	332.29 
A,P_HTHAB,EL63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	322.55 	297.86 	311.14 	307.91 	301.94 	296.65 	298.41 	304.84 	316.09 	311.98 
A,P_HTHAB,EL64	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	164.87 	170.64 	171.52 	156.17 	158.36 	158.15 	155.04 	168.04 	186.74 	216.37 
A,P_HTHAB,EL65	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	240.45 	240.12 	235.13 	220.99 	219.04 	218.56 	217.69 	209.02 	219.43 	234.24 
A,P_HTHAB,ES	403.81 	398.07 	389.30 	384.64 	377.82 	372.94 	370.53 	365.02 	358.30 	352.64 	343.50 	339.87 	334.14 	329.39 	324.67 	319.74 	315.58 	311.21 b	304.63 	299.09 	296.34 	296.63 	297.92 	296.59 	297.43 	297.15 	294.60 	295.52 	296.10 	294.29 p
A,P_HTHAB,ES11	: 	: 	: 	: 	: 	: 	371.10 	367.48 	364.61 	357.80 	352.87 	365.52 	360.90 	361.38 	360.31 	359.24 	356.07 	357.17 b	342.92 	347.31 	336.13 	330.98 	334.61 	333.13 	332.70 	332.19 	329.67 	330.70 	321.77 	320.69 p
A,P_HTHAB,ES12	: 	: 	: 	: 	: 	: 	375.27 	383.38 	360.40 	375.98 	365.13 	356.02 	361.01 	360.58 	359.40 	351.22 	348.38 	340.09 b	332.90 	332.48 	330.64 	324.44 	326.10 	327.96 	337.45 	339.93 	345.79 	348.26 	351.64 	354.22 p
A,P_HTHAB,ES13	: 	: 	: 	: 	: 	: 	393.69 	380.28 	388.22 	385.18 	383.24 	375.26 	374.82 	361.13 	368.41 	356.31 	346.75 	334.07 b	321.99 	319.35 	316.03 	324.11 	330.00 	328.87 	326.29 	327.79 	328.34 	348.01 	333.38 	324.02 p
A,P_HTHAB,ES21	: 	: 	: 	: 	: 	: 	399.85 	393.81 	389.40 	388.45 	380.62 	380.05 	382.66 	376.98 	374.15 	370.05 	363.65 	361.98 b	353.40 	349.73 	339.81 	336.96 	334.85 	330.24 	329.54 	322.39 	325.71 	332.34 	331.57 	331.24 p
A,P_HTHAB,ES22	: 	: 	: 	: 	: 	: 	425.07 	419.83 	414.60 	401.12 	390.83 	387.87 	382.32 	356.16 	380.31 	378.78 	375.62 	373.19 b	372.40 	345.28 	339.97 	337.20 	332.53 	332.59 	331.10 	330.81 	335.41 	342.88 	334.44 	323.74 p
A,P_HTHAB,ES23	: 	: 	: 	: 	: 	: 	322.83 	312.12 	319.17 	315.68 	310.93 	332.70 	311.94 	311.06 	303.69 	295.60 	277.93 	291.51 b	290.12 	287.37 	312.37 	319.34 	319.93 	323.62 	324.54 	318.62 	323.43 	330.64 	324.32 	321.22 p
A,P_HTHAB,ES24	: 	: 	: 	: 	: 	: 	427.26 	422.11 	416.85 	412.90 	408.96 	401.79 	394.36 	392.16 	375.70 	376.21 	375.52 	372.09 b	368.87 	360.46 	362.60 	367.23 	367.57 	370.75 	375.32 	374.60 	362.29 	365.14 	367.07 	363.33 p
A,P_HTHAB,ES30	: 	: 	: 	: 	: 	: 	360.70 	349.87 	335.41 	327.72 	319.62 	311.46 	316.69 	313.02 	306.21 	308.86 	300.97 	294.71 b	293.48 	288.50 	285.60 	285.33 	281.31 	277.09 	275.29 	273.82 	273.10 	272.74 	268.55 	263.71 p
A,P_HTHAB,ES41	: 	: 	: 	: 	: 	: 	432.25 	437.21 	436.42 	420.75 	415.95 	410.34 	394.50 	393.78 	354.91 	351.88 	353.45 	352.78 b	360.18 	353.50 	344.62 	344.33 	347.73 	342.55 	346.85 	351.95 	349.97 	353.97 	359.29 	358.16 p
A,P_HTHAB,ES42	: 	: 	: 	: 	: 	: 	290.28 	283.65 	279.11 	275.34 	267.11 	262.22 	255.20 	255.92 	256.10 	256.69 	259.41 	251.13 b	246.90 	224.60 	219.21 	220.35 	229.98 	235.31 	234.68 	233.07 	233.41 	233.50 	246.37 	242.23 p
A,P_HTHAB,ES43	: 	: 	: 	: 	: 	: 	355.46 	363.66 	360.45 	366.08 	367.01 	346.41 	346.94 	341.71 	351.73 	358.37 	348.45 	354.06 b	349.49 	341.18 	350.60 	347.53 	330.42 	326.20 	326.35 	330.17 	335.24 	350.48 	354.38 	347.60 p
A,P_HTHAB,ES51	: 	: 	: 	: 	: 	: 	462.53 	461.25 	454.83 	457.40 	439.36 	441.92 	429.99 	429.98 	422.19 	413.31 	407.76 	402.79 b	385.40 	381.82 	375.68 	380.57 	382.81 	384.86 	388.06 	387.88 	384.00 	383.40 	378.39 	375.13 p
A,P_HTHAB,ES52	: 	: 	: 	: 	: 	: 	284.35 	276.85 	268.37 	266.26 	258.10 	255.16 	248.65 	246.70 	250.41 	243.87 	244.59 	245.91 b	238.81 	232.40 	232.96 	234.56 	235.68 	235.99 	236.38 	236.30 	231.90 	238.95 	238.39 	229.84 p
A,P_HTHAB,ES53	: 	: 	: 	: 	: 	: 	414.28 	405.28 	405.36 	388.88 	368.74 	352.39 	338.04 	322.76 	331.83 	324.18 	310.33 	308.55 b	300.04 	297.26 	295.51 	299.18 	310.20 	308.86 	299.58 	299.77 	287.46 	281.26 	269.01 	276.27 p
A,P_HTHAB,ES61	: 	: 	: 	: 	: 	: 	295.06 	294.23 	287.66 	278.88 	270.16 	265.02 	256.46 	251.73 	249.72 	239.66 	235.89 	225.59 b	222.07 	216.55 	219.35 	217.32 	220.12 	217.13 	219.67 	219.07 	217.98 	219.08 	229.86 	236.89 p
