freq,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RT,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4 	1.8 	1.5 
A,RT,PL	19.4 	18.2 	17.5 	16.2 	15.1 	13.6 	12.2 	10.2 	9.5 	8.9 	8.1 	7.7 	7.5 	7.0 	6.8 	6.4 	6.0 	6.0 	5.6 	5.6 	5.0 	4.7 	4.6 	4.6 	4.2 	4.0 	4.0 	4.0 	3.8 	3.8 	3.6 	3.9 	3.8 
A,RT,PL2	18.3 	18.0 	17.3 	13.4 	16.1 	13.9 	12.8 	10.9 	9.9 	9.3 	8.9 	: 	8.2 	6.8 	7.1 	6.7 	6.5 	6.6 	6.0 	6.2 	5.2 	5.3 	4.4 	4.5 	4.1 	3.8 	3.9 	3.9 	3.4 	3.9 	3.6 	3.7 	3.8 
A,RT,PL21	15.4 	15.8 	15.7 	12.6 	13.4 	12.9 	11.5 	10.2 	8.4 	7.8 	7.4 	: 	6.8 	5.4 	6.0 	5.8 	5.4 	6.4 	4.9 	5.0 	4.5 	4.3 	3.8 	3.8 	3.2 	2.8 	3.4 	3.7 	2.9 	3.1 	3.5 	3.0 	2.8 
A,RT,PL22	20.7 	19.8 	18.6 	14.1 	18.2 	14.6 	13.8 	11.6 	11.0 	10.6 	10.1 	: 	9.3 	7.8 	7.9 	7.4 	7.3 	6.7 	6.8 	7.2 	5.7 	6.0 	4.8 	5.1 	4.9 	4.7 	4.4 	4.0 	3.9 	4.6 	3.6 	4.4 	4.8 
A,RT,PL4	20.2 	18.8 	17.8 	13.5 	15.2 	13.6 	11.5 	10.2 	8.8 	9.0 	8.3 	: 	7.0 	7.0 	7.5 	6.2 	6.3 	6.8 	5.4 	5.9 	4.8 	4.6 	4.9 	4.8 	4.5 	4.2 	4.6 	4.1 	4.1 	3.4 	3.4 	3.6 	3.7 
A,RT,PL41	18.9 	19.0 	17.5 	12.7 	15.5 	12.6 	11.2 	10.4 	8.8 	8.4 	7.8 	: 	7.0 	6.3 	7.1 	5.9 	6.1 	6.7 	5.6 	5.4 	4.4 	3.7 	4.5 	4.5 	4.3 	4.5 	4.1 	3.9 	4.1 	3.2 	3.3 	3.8 	3.5 
A,RT,PL42	21.1 	18.1 	17.3 	14.3 	14.9 	16.7 	12.8 	10.0 	8.5 	9.9 	9.0 	: 	6.7 	7.8 	7.8 	7.1 	6.6 	7.4 	5.1 	6.7 	5.2 	6.1 	5.2 	5.0 	5.3 	3.6 	4.9 	4.5 	3.9 	3.9 	3.8 	3.7 	4.4 
A,RT,PL43	23.1 	19.2 	19.6 	15.1 	15.0 	11.6 	10.5 	9.5 	9.3 	9.6 	8.6 	: 	7.4 	8.2 	8.3 	6.2 	6.5 	6.0 	5.4 	6.3 	5.4 	5.6 	6.0 	5.6 	3.8 	4.1 	5.9 	4.7 	4.2 	3.2 	3.1 	3.2 	3.5 
A,RT,PL5	19.8 	18.8 	18.9 	15.7 	15.7 	14.8 	13.2 	10.1 	9.5 	10.3 	8.6 	: 	8.6 	7.5 	7.2 	6.4 	6.5 	6.3 	7.0 	6.1 	5.9 	5.2 	6.2 	4.9 	4.6 	3.9 	4.0 	4.1 	4.0 	4.3 	3.7 	4.4 	3.6 
A,RT,PL51	19.6 	18.2 	18.6 	15.6 	15.9 	15.3 	13.5 	10.7 	10.0 	11.1 	9.5 	: 	9.8 	8.3 	8.1 	6.9 	6.9 	6.9 	7.4 	6.5 	6.1 	5.6 	6.3 	5.1 	4.6 	3.8 	3.8 	4.3 	4.2 	4.5 	3.5 	4.5 	3.9 
A,RT,PL52	20.3 	20.2 	19.9 	15.9 	15.1 	13.4 	12.4 	8.4 	8.1 	8.2 	6.0 	: 	5.3 	5.2 	4.3 	4.9 	5.4 	4.4 	5.9 	5.0 	5.2 	3.8 	6.2 	4.3 	4.7 	4.1 	4.6 	3.4 	3.3 	3.7 	4.0 	4.0 	2.4 
A,RT,PL6	20.1 	19.8 	19.4 	13.5 	16.5 	13.8 	12.3 	9.7 	10.2 	7.8 	8.0 	: 	7.4 	7.2 	6.4 	6.3 	5.4 	6.0 	5.5 	5.5 	5.0 	4.9 	4.5 	4.7 	4.1 	3.9 	4.2 	4.3 	4.0 	4.1 	3.9 	4.7 	4.7 
A,RT,PL61	23.1 	22.5 	22.6 	16.1 	18.5 	14.4 	13.8 	11.3 	12.1 	9.1 	8.7 	: 	8.5 	7.9 	7.4 	6.6 	5.7 	6.1 	5.8 	6.4 	5.8 	6.0 	4.8 	4.4 	4.6 	4.1 	4.4 	5.1 	3.9 	4.9 	4.0 	5.6 	5.0 
A,RT,PL62	17.2 	18.0 	17.4 	11.7 	13.0 	13.1 	10.9 	8.2 	9.1 	5.6 	7.5 	: 	5.1 	6.3 	4.5 	6.4 	5.0 	5.4 	5.1 	5.0 	4.8 	4.7 	4.1 	5.9 	4.8 	4.0 	5.0 	4.2 	4.2 	4.0 	3.7 	4.8 	4.6 
A,RT,PL63	19.3 	18.7 	17.8 	12.2 	17.1 	13.9 	11.9 	9.1 	9.2 	7.9 	7.7 	: 	7.9 	7.2 	6.6 	6.0 	5.5 	6.4 	5.5 	5.0 	4.5 	4.1 	4.4 	4.3 	3.3 	3.7 	3.6 	3.8 	4.0 	3.6 	4.0 	4.1 	4.6 
A,RT,PL7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	3.9 	4.5 	3.9 	4.1 	4.2 	3.5 	3.4 	3.3 	3.9 
A,RT,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	4.4 	4.8 	3.8 	4.6 	4.4 	3.8 	3.1 	3.6 	4.0 
A,RT,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.9 	3.1 	3.8 	4.2 	2.8 	3.8 	2.8 	4.2 	2.6 	3.7 
A,RT,PL8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	4.6 	4.1 	3.9 	4.1 	4.2 	4.1 	4.0 	4.4 	4.1 
A,RT,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	4.2 	3.8 	3.5 	4.6 	4.2 	4.5 	3.9 	4.6 	4.3 
A,RT,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	5.0 	4.1 	4.5 	3.3 	4.2 	4.0 	4.3 	4.1 	3.9 
A,RT,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	4.5 	4.5 	3.3 	4.7 	4.2 	3.7 	3.4 	4.7 	3.9 
A,RT,PL9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	3.7 	3.8 	3.3 	3.4 	3.4 	3.2 	3.2 	3.4 	3.1 
A,RT,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.0 	3.7 	3.7 	3.0 	3.2 	3.2 	2.8 	2.8 	3.3 	2.9 
A,RT,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.0 	3.8 	4.0 	3.6 	3.7 	3.6 	3.7 	3.8 	3.6 	3.3 
A,RT,PT	10.9 	10.8 	9.2 	8.6 	7.9 	7.4 	6.8 	6.4 	6.0 	5.6 	5.5 	5.0 	5.0 	4.1 	3.8 	3.5 	3.3 	3.4 	3.3 	3.6 	2.5 	3.1 	3.4 	2.9 	2.9 	2.9 	3.2 	2.7 	3.3 	2.8 	2.4 	2.4 	2.6 
A,RT,PT1	10.7 	10.7 	8.8 	8.4 	7.8 	7.3 	6.6 	6.2 	5.8 	5.4 	5.3 	4.8 	4.9 	4.1 	3.8 	3.4 	3.3 	3.4 	3.3 	3.6 	2.5 	3.1 	3.3 	2.9 	2.8 	2.9 	3.3 	2.6 	3.3 	2.9 	2.4 	2.4 	2.6 
A,RT,PT11	13.1 	12.5 	10.1 	9.1 	8.1 	8.4 	7.8 	7.1 	6.4 	6.5 	5.8 	5.9 	5.4 	4.2 	4.0 	3.8 	3.1 	3.5 	2.6 	3.3 	2.1 	3.1 	2.8 	2.8 	2.7 	2.6 	3.4 	2.0 	2.8 	2.5 	2.2 	2.1 	2.4 
A,RT,PT15	11.3 	9.2 	9.1 	6.4 	8.0 	7.3 	5.4 	6.0 	8.1 	4.9 	5.5 	4.3 	5.1 	4.5 	4.2 	3.6 	5.0 	3.9 	3.2 	2.5 	1.9 	2.6 	4.8 	2.7 	2.9 	2.2 	2.6 	2.4 	4.2 	2.7 	3.2 	1.7 	2.0 
A,RT,PT16	9.0 	9.4 	7.4 	7.9 	7.7 	5.9 	5.1 	5.4 	4.7 	4.7 	4.5 	3.9 	3.9 	3.9 	3.2 	2.8 	3.0 	2.8 	3.6 	2.5 	1.9 	2.6 	3.7 	2.1 	2.6 	2.7 	2.2 	2.8 	2.4 	2.3 	2.5 	2.3 	2.5 
A,RT,PT17	8.7 	9.5 	8.3 	8.1 	7.4 	6.7 	6.4 	6.1 	5.8 	4.8 	5.0 	4.4 	5.2 	3.6 	3.9 	3.3 	3.4 	3.5 	3.7 	4.5 	3.3 	3.6 	3.5 	3.4 	3.1 	3.1 	3.8 	3.1 	4.1 	3.5 	2.1 	2.9 	2.6 
A,RT,PT18	8.9 	9.2 	7.6 	7.7 	7.7 	7.2 	5.0 	4.8 	5.1 	3.9 	5.3 	3.7 	4.4 	5.2 	3.4 	3.5 	3.1 	3.7 	3.8 	4.6 	2.2 	2.3 	2.7 	3.4 	2.5 	3.6 	3.7 	3.4 	3.5 	3.0 	3.2 	1.9 	4.1 
A,RT,PT2	14.1 	13.3 	16.3 	10.8 	8.2 	8.9 	7.9 	10.6 	4.9 	9.5 	8.1 	5.1 	6.5 	2.9 	6.0 	6.3 	3.9 	3.2 	4.6 	5.4 	5.5 	2.9 	6.0 	4.7 	3.5 	4.4 	1.8 	2.3 	4.0 	2.3 	4.8 	2.4 	2.9 
A,RT,PT20	14.1 	13.3 	16.3 	10.8 	8.2 	8.9 	7.9 	10.6 	4.9 	9.5 	8.1 	5.1 	6.5 	2.9 	6.0 	6.3 	3.9 	3.2 	4.6 	5.4 	5.5 	2.9 	6.0 	4.7 	3.5 	4.4 	1.8 	2.3 	4.0 	2.3 	4.8 	2.4 	2.9 
A,RT,PT3	12.1 	10.4 	11.2 	14.1 	10.8 	10.8 	11.9 	6.7 	10.4 	5.2 	8.1 	8.2 	5.8 	7.9 	3.7 	3.4 	4.1 	4.8 	1.1 	3.4 	2.0 	3.3 	2.4 	2.7 	4.6 	3.6 	2.7 	3.6 	2.1 	2.6 	3.2 	3.4 	1.7 
A,RT,PT30	12.1 	10.4 	11.2 	14.1 	10.8 	10.8 	11.9 	6.7 	10.4 	5.2 	8.1 	8.2 	5.8 	7.9 	3.7 	3.4 	4.1 	4.8 	1.1 	3.4 	2.0 	3.3 	2.4 	2.7 	4.6 	3.6 	2.7 	3.6 	2.1 	2.6 	3.2 	3.4 	1.7 
A,RT,RO	26.9 	22.7 	23.3 	23.3 	23.9 	21.2 	22.3 	22.0 	20.5 	18.6 	18.6 	18.4 	17.3 	16.7 	16.8 	15.0 	13.9 	12.0 	11.0 	10.1 	9.8 	9.4 	9.0 	8.9 	8.2 	7.5 	7.0 	6.5 	6.0 	5.8 	5.6 	5.2 	5.7 
A,RT,RO1	: 	: 	: 	: 	: 	: 	: 	20.1 	19.0 	18.4 	16.7 	15.9 	16.2 	14.6 	16.3 	13.7 	13.4 	12.1 	10.7 	10.1 	8.8 	9.4 	8.3 	8.6 	7.9 	7.8 	7.2 	6.7 	6.7 	6.5 	7.0 	6.0 	6.3 
A,RT,RO11	: 	: 	: 	: 	: 	: 	: 	21.8 	19.7 	19.7 	17.3 	16.5 	16.7 	14.2 	15.8 	13.5 	14.1 	11.8 	10.9 	10.2 	8.9 	8.7 	8.4 	8.6 	7.4 	7.8 	7.1 	6.6 	7.0 	6.3 	6.7 	5.8 	6.4 
A,RT,RO12	: 	: 	: 	: 	: 	: 	: 	18.2 	18.2 	16.9 	16.1 	15.2 	15.6 	15.1 	16.8 	14.0 	12.6 	12.5 	10.5 	10.0 	8.7 	10.1 	8.3 	8.6 	8.4 	7.8 	7.4 	6.9 	6.3 	6.8 	7.4 	6.2 	6.3 
A,RT,RO2	: 	: 	: 	: 	: 	: 	: 	24.8 	22.9 	20.6 	21.5 	21.7 	20.2 	19.4 	18.3 	16.9 	14.8 	13.6 	11.9 	10.9 	11.5 	10.6 	10.6 	9.9 	9.3 	7.9 	8.0 	6.9 	7.0 	6.4 	5.5 	5.9 	6.4 
A,RT,RO21	: 	: 	: 	: 	: 	: 	: 	26.3 	23.4 	20.9 	23.0 	22.8 	20.6 	20.1 	18.6 	17.2 	15.3 	14.2 	11.1 	11.1 	11.2 	10.1 	9.9 	9.7 	8.7 	7.7 	7.3 	6.4 	6.9 	5.1 	5.3 	5.7 	6.2 
A,RT,RO22	: 	: 	: 	: 	: 	: 	: 	22.5 	22.2 	20.1 	19.1 	20.0 	19.5 	18.2 	17.7 	16.5 	13.9 	12.7 	13.0 	10.5 	12.0 	11.3 	11.6 	10.3 	10.3 	8.1 	9.0 	7.6 	7.0 	8.5 	5.9 	6.2 	6.7 
A,RT,RO3	: 	: 	: 	: 	: 	: 	: 	20.5 	19.3 	17.4 	17.1 	18.0 	14.9 	16.0 	14.8 	13.6 	13.0 	9.7 	9.8 	8.7 	8.7 	8.3 	7.4 	7.6 	7.3 	6.3 	5.8 	5.6 	4.7 	4.0 	4.0 	3.7 	4.1 
A,RT,RO31	: 	: 	: 	: 	: 	: 	: 	23.2 	21.6 	19.6 	19.3 	21.1 	17.4 	19.3 	17.9 	16.5 	15.7 	11.4 	12.0 	10.6 	10.9 	10.3 	9.9 	8.6 	9.6 	7.3 	7.3 	6.7 	6.1 	5.2 	5.2 	4.9 	5.7 
A,RT,RO32	: 	: 	: 	: 	: 	: 	: 	14.9 	14.6 	12.9 	12.9 	12.1 	10.3 	10.4 	10.0 	9.5 	9.3 	7.2 	7.0 	6.4 	6.0 	5.7 	4.4 	6.4 	4.7 	5.1 	4.1 	4.4 	3.4 	2.7 	2.9 	2.5 	2.7 
A,RT,RO4	: 	: 	: 	: 	: 	: 	: 	21.2 	19.5 	16.7 	17.6 	16.2 	16.6 	15.3 	17.6 	15.0 	14.3 	12.1 	11.3 	10.9 	9.8 	9.1 	9.5 	9.4 	8.1 	8.0 	6.7 	6.9 	5.5 	6.3 	5.9 	5.4 	6.0 
A,RT,RO41	: 	: 	: 	: 	: 	: 	: 	21.1 	20.8 	17.2 	17.1 	15.2 	16.2 	15.1 	18.5 	16.0 	16.1 	12.0 	11.3 	11.1 	9.3 	9.3 	9.9 	10.2 	8.5 	8.7 	7.0 	6.8 	5.9 	6.6 	7.0 	6.1 	5.9 
A,RT,RO42	: 	: 	: 	: 	: 	: 	: 	21.3 	17.8 	16.0 	18.3 	17.3 	17.1 	15.6 	16.7 	13.9 	12.4 	12.2 	11.4 	10.6 	10.4 	8.9 	9.1 	8.4 	7.6 	7.4 	6.4 	7.0 	5.1 	6.0 	4.8 	4.7 	6.0 
A,RT,RS	: 	: 	: 	: 	: 	: 	: 	: 	11.6 	11.0 	10.6 	10.2 	10.1 	9.0 	8.1 	8.0 	7.4 	7.1 	6.7 	7.0 	6.7 	6.3 	6.2 	6.3 	5.7 	5.3 	5.4 	4.7 	4.9 	4.8 	5.0 	4.7 	4.0 
A,RT,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2 	3.9 	4.1 	4.1 	3.6 	4.2 
A,RT,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1 	4.1 	3.6 	3.0 	3.0 	3.8 
A,RT,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.4 	3.8 	4.5 	5.2 	4.4 	4.5 
A,RT,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	6.0 	5.6 	6.1 	6.0 	3.8 
A,RT,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.9 	4.8 	5.3 	4.9 	5.3 	3.2 
A,RT,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7 	7.6 	6.0 	7.9 	7.0 	4.6 
A,RT,SE	6.0 	6.2 	5.3 	4.8 	4.4 	4.1 	4.0 	3.6 	3.5 	3.4 	3.4 	3.7 	3.3 	3.1 	3.1 	2.4 	2.8 	2.5 	2.5 	2.5 	2.5 	2.1 	2.6 	2.7 	2.2 	2.5 	2.5 	2.4 	2.0 	2.1 	2.4 	1.8 	2.2 
A,RT,SE1	6.1 	5.8 	5.0 	4.9 	4.6 	4.3 	3.9 	3.7 	4.0 	3.5 	3.4 	3.6 	3.4 	2.9 	2.7 	2.5 	2.7 	2.3 	2.6 	2.5 	2.3 	1.9 	2.4 	2.7 	1.9 	2.2 	2.1 	2.4 	2.0 	1.7 	2.7 	1.8 	2.6 
A,RT,SE11	6.4 	5.4 	4.9 	5.2 	4.6 	4.2 	3.5 	3.0 	3.9 	3.3 	3.4 	3.0 	2.9 	2.7 	2.5 	2.4 	2.9 	2.2 	2.5 	1.9 	2.1 	1.7 	2.2 	2.5 	1.4 	2.1 	2.0 	2.2 	2.0 	1.3 	2.3 	1.5 	2.2 
A,RT,SE12	5.9 	6.3 	5.2 	4.6 	4.6 	4.4 	4.5 	4.6 	4.1 	3.7 	3.4 	4.4 	4.2 	3.3 	3.1 	2.7 	2.5 	2.5 	2.9 	3.4 	2.7 	2.2 	2.8 	3.1 	2.8 	2.3 	2.3 	2.7 	2.1 	2.3 	3.2 	2.2 	3.2 
A,RT,SE2	5.6 	6.1 	5.7 	4.8 	4.2 	3.9 	4.1 	3.7 	3.0 	3.4 	3.0 	3.9 	2.9 	3.1 	3.5 	2.5 	2.6 	2.6 	2.5 	2.6 	2.7 	2.3 	2.5 	2.6 	2.3 	2.5 	2.8 	2.4 	1.8 	2.3 	2.3 	1.9 	1.8 
A,RT,SE21	4.7 	6.8 	5.8 	4.9 	4.8 	3.7 	3.8 	3.4 	4.2 	4.2 	4.6 	5.1 	4.2 	3.5 	3.4 	2.7 	3.5 	4.1 	3.4 	2.9 	2.4 	3.2 	2.6 	3.1 	2.3 	2.8 	2.9 	2.9 	2.0 	2.7 	3.0 	2.5 	1.7 
A,RT,SE22	5.4 	5.8 	5.5 	5.3 	4.3 	3.3 	3.8 	4.1 	2.9 	3.6 	2.7 	3.9 	2.6 	3.1 	2.8 	2.5 	2.1 	2.7 	2.2 	2.3 	2.7 	2.3 	3.0 	2.2 	2.8 	2.7 	3.0 	2.4 	2.1 	2.1 	2.6 	1.9 	2.3 
A,RT,SE23	6.1 	6.0 	5.7 	4.5 	3.9 	4.3 	4.4 	3.5 	2.7 	2.9 	2.6 	3.5 	2.6 	2.9 	4.1 	2.3 	2.6 	2.0 	2.3 	2.7 	2.7 	1.9 	2.1 	2.7 	1.9 	2.1 	2.6 	2.2 	1.5 	2.3 	1.8 	1.7 	1.4 
A,RT,SE3	6.5 	6.9 	5.3 	4.7 	4.6 	4.4 	3.8 	3.4 	3.8 	3.2 	4.4 	3.2 	3.9 	3.6 	3.1 	2.1 	3.6 	2.7 	2.1 	2.2 	2.9 	2.2 	3.2 	3.0 	2.5 	3.1 	2.6 	2.5 	2.6 	2.3 	1.9 	1.8 	2.2 
A,RT,SE31	5.8 	7.3 	6.2 	5.5 	4.3 	4.4 	4.4 	3.4 	4.5 	2.6 	4.0 	4.0 	3.9 	3.2 	2.6 	2.7 	3.9 	2.2 	1.6 	2.3 	2.6 	1.9 	3.5 	3.2 	3.0 	3.2 	3.4 	3.1 	3.2 	2.2 	1.9 	2.0 	2.5 
A,RT,SE32	6.3 	6.8 	4.9 	3.6 	4.2 	3.9 	1.7 	4.0 	2.1 	3.0 	3.1 	1.2 	3.7 	3.0 	4.2 	1.7 	5.6 	2.4 	1.5 	2.4 	2.3 	2.4 	2.5 	3.0 	2.1 	2.1 	1.5 	1.0 	0.8 	2.9 	2.5 	1.1 	1.6 
A,RT,SE33	7.7 	6.2 	4.1 	4.0 	5.4 	4.8 	4.3 	2.9 	4.0 	4.2 	5.8 	3.3 	4.2 	4.6 	3.0 	1.4 	1.9 	3.5 	3.2 	2.1 	3.8 	2.6 	3.3 	2.8 	1.9 	3.8 	2.0 	2.4 	2.8 	2.0 	1.3 	2.1 	2.1 
A,RT,SI	8.4 	8.2 	8.9 	6.8 	6.5 	5.5 	4.7 	5.2 	5.2 	4.5 	4.9 	4.2 	3.8 	4.0 	3.7 	4.1 	3.4 	2.8 	2.4 	2.4 	2.5 	2.9 	1.6 	2.9 	1.8 	1.6 	2.0 	2.1 	1.7 	2.1 	2.2 	1.8 	2.5 
A,RT,SI0	8.4 	8.2 	8.9 	6.8 	6.5 	5.5 	4.7 	5.2 	5.2 	4.5 	4.9 	4.2 	3.8 	4.0 	3.7 	4.1 	3.4 	2.8 	2.4 	2.4 	2.5 	2.9 	1.6 	2.9 	1.8 	1.6 	2.0 	2.1 	1.7 	2.1 	2.2 	1.8 	2.5 
A,RT,SI03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	4.4 	4.4 	4.2 	3.6 	3.0 	2.7 	2.1 	3.5 	1.5 	2.3 	1.9 	1.8 	1.8 	1.9 	1.5 	2.2 	2.2 	2.0 	2.4 
A,RT,SI04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4 	2.9 	3.8 	2.5 	2.0 	1.8 	2.0 	2.9 	2.3 	1.7 	3.6 	1.7 	1.4 	2.2 	2.3 	1.9 	1.9 	2.2 	1.6 	2.6 
A,RT,SK	12.0 	13.2 	12.6 	10.6 	11.2 	11.0 	10.2 	8.7 	8.8 	8.3 	8.6 	6.2 	7.6 	7.9 	6.8 	7.2 	5.9 	6.1 	5.9 	5.7 	5.7 	4.9 	5.8 	5.5 	5.8 	5.1 	5.4 	4.5 	5.0 	5.1 	5.1 	4.9 	5.4 
A,RT,SK0	12.0 	13.2 	12.6 	10.6 	11.2 	11.0 	10.2 	8.7 	8.8 	8.3 	8.6 	6.2 	7.6 	7.9 	6.8 	7.2 	5.9 	6.1 	5.9 	5.7 	5.7 	4.9 	5.8 	5.5 	5.8 	5.1 	5.4 	4.5 	5.0 	5.1 	5.1 	4.9 	5.4 
A,RT,SK01	: 	: 	: 	: 	: 	: 	7.5 	9.3 	5.9 	5.3 	5.5 	4.3 	5.0 	4.9 	4.8 	4.9 	3.0 	3.3 	1.9 	3.6 	3.4 	1.9 	4.1 	2.0 	2.3 	1.6 	1.9 	2.7 	2.3 	2.8 	3.3 	2.0 	2.5 
A,RT,SK02	: 	: 	: 	: 	: 	: 	8.0 	5.8 	6.7 	6.3 	5.8 	5.3 	5.0 	5.7 	5.1 	5.0 	4.0 	3.8 	4.1 	4.2 	4.0 	3.8 	4.3 	3.5 	3.8 	3.6 	4.5 	3.1 	2.9 	2.9 	2.7 	3.4 	3.2 
A,RT,SK03	: 	: 	: 	: 	: 	: 	10.7 	8.0 	7.1 	6.7 	6.9 	5.4 	7.1 	6.6 	6.1 	5.9 	4.8 	6.1 	4.9 	4.8 	4.3 	3.7 	5.4 	4.4 	4.5 	4.2 	2.4 	3.0 	4.0 	4.3 	4.0 	4.0 	3.4 
A,RT,SK04	: 	: 	: 	: 	: 	: 	12.6 	11.6 	12.6 	11.9 	13.0 	8.1 	10.9 	11.4 	9.3 	10.8 	9.2 	9.2 	9.5 	8.2 	9.0 	7.9 	8.1 	9.6 	10.0 	8.6 	9.9 	7.7 	8.8 	8.7 	8.7 	8.1 	9.7 
A,RT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.0 	12.2 	11.7 	11.6 	10.8 	11.1 	10.7 	10.0 	9.2 	9.3 	9.1 	: 	9.3 	9.2 
A,RT,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.5 	9.7 	8.0 	8.6 	8.0 	8.8 	8.5 	8.1 	7.4 	7.6 	7.4 	: 	6.9 	6.9 
A,RT,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.5 	9.7 	8.0 	8.6 	8.0 	8.8 	8.5 	8.1 	7.4 	7.6 	7.4 	: 	6.9 	6.9 
A,RT,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.4 	10.4 	9.3 	10.6 	8.9 	8.1 	7.2 	6.6 	7.5 	6.8 	7.3 	: 	6.7 	6.0 
A,RT,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.6 	9.2 	8.9 	7.9 	8.7 	8.9 	6.3 	6.5 	7.9 	6.9 	7.4 	: 	6.4 	6.0 
A,RT,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.2 	11.6 	9.7 	13.5 	9.1 	7.2 	8.3 	6.6 	7.0 	6.5 	7.3 	: 	7.0 	6.0 
A,RT,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.4 	11.6 	11.3 	11.6 	8.7 	8.9 	9.1 	8.6 	7.8 	8.4 	8.1 	: 	8.2 	8.5 
A,RT,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.3 	9.8 	10.9 	11.0 	7.1 	9.1 	8.8 	7.2 	6.8 	7.1 	7.5 	: 	7.9 	8.9 
A,RT,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.8 	11.8 	11.5 	10.6 	8.5 	8.1 	8.4 	8.6 	7.3 	8.6 	7.9 	: 	7.6 	8.0 
